age,gender,education,income,bureau_score,util_last_m1,util_last_m2,util_last_m3,util_current,loan_amt,loan_to_income_ratio,active_loans,default
60,female,university,1103,508,0.077,0.227,0.271,0.072,1233,1.118,7,0
57,male,university,582,577,0.1,0.269,0.277,0.07,426,0.732,10,0
53,male,university,1611,512,0.422,0.213,0.294,0.263,1145,0.711,4,0
56,male,university,284,683,0.111,0.379,0.53,0.52,580,2.042,7,1
23,male,university,1733,623,0.533,0.403,0.081,0.592,1772,1.023,4,1
29,female,university,1949,671,0.118,0.158,0.135,0.018,395,0.203,9,0
28,male,high school,826,724,0.073,0.413,0.275,0.303,165,0.2,9,0
53,female,high school,1660,595,0.441,0.391,0.384,0.485,775,0.467,2,1
26,male,graduate school,1025,582,0.051,0.117,0.554,0.533,1311,1.279,6,1
61,female,graduate school,492,657,0.282,0.199,0.551,0.76,1084,2.203,5,1
59,male,high school,1272,643,0.39,0.458,0.349,0,760,0.597,6,0
24,female,university,1290,639,0.311,0.16,0.074,0,759,0.588,4,0
33,male,university,986,701,0.405,0.428,0.446,0.406,1482,1.503,7,0
69,female,university,328,693,0.441,0.46,0.257,0.155,1681,5.125,7,1
22,male,graduate school,228,517,0.436,0.344,0.239,0.17,466,2.044,10,0
25,female,university,1566,640,0.356,0.181,0.318,0,400,0.255,4,0
64,female,university,1768,592,0.34,0.31,0.347,0.392,705,0.399,9,1
47,male,university,1342,523,0.218,0.204,0.322,0.179,578,0.431,10,1
52,female,university,891,601,0.264,0.186,0.219,0.45,1758,1.973,6,1
41,male,high school,1886,639,0.283,0.171,0.126,0.156,971,0.515,3,0
28,male,university,332,559,0.48,0.211,0.189,0.316,968,2.916,6,0
58,male,graduate school,1550,559,0.086,0.243,0.542,0.613,277,0.179,5,0
28,female,university,1408,720,0.248,0.284,0.214,0.301,990,0.703,1,1
23,female,high school,1729,713,0.563,0.337,0.19,0.39,546,0.316,1,1
64,male,high school,845,599,0.464,0.182,0.446,0.129,290,0.343,9,0
23,male,university,888,500,0.437,0.563,0.381,0.486,745,0.839,6,1
42,female,graduate school,733,542,0.325,0.547,0.55,0.357,828,1.13,6,0
26,female,high school,1464,554,0.417,0.6,0.135,0.402,421,0.288,2,1
22,female,university,1812,667,0.384,0.706,0.189,0.127,1307,0.721,2,0
43,male,graduate school,1939,691,0.366,0.708,0.227,0.383,676,0.349,1,0
64,male,university,715,533,0.268,0.145,0.266,0,591,0.827,9,0
22,male,university,1159,533,0.354,0.381,0.133,0.624,1866,1.61,9,1
58,male,university,364,675,0.205,0.157,0.146,0.366,915,2.514,5,1
37,male,university,1126,660,0.105,0.149,0.044,0.107,1437,1.276,10,1
55,female,university,1132,695,0.481,0.353,0.188,0.359,1222,1.08,10,0
54,male,others,1863,729,0.313,0.077,0.48,0.288,179,0.096,5,0
43,female,high school,756,657,0.497,0.277,0.122,0.536,1780,2.354,10,1
50,female,others,1441,744,0.303,0.326,0.328,0.209,1334,0.926,8,0
28,male,others,1970,743,0.386,0.431,0.019,0.979,1246,0.632,5,1
42,female,graduate school,1871,609,0.4,0.383,0.26,0.31,883,0.472,7,1
64,male,university,879,583,0.1,0.204,0.266,0,784,0.892,4,0
56,female,university,1192,589,0.219,0.046,0.34,0.243,1265,1.061,7,0
25,male,high school,1972,578,0.19,0.473,0.141,0.299,328,0.166,1,0
33,male,university,1828,570,0.11,0.096,0.436,0.123,511,0.28,8,0
49,female,others,1228,570,0.282,0.289,0.072,0.023,1475,1.201,5,0
51,male,university,1891,613,0.158,0.069,0.35,0,1532,0.81,10,0
67,female,high school,956,528,0.128,0.242,0.092,0.029,1643,1.719,4,0
36,male,graduate school,1304,650,0.065,0.205,0.337,0.292,1389,1.065,1,1
62,male,graduate school,1470,661,0.197,0.463,0.115,0.442,320,0.218,9,0
50,male,high school,1054,711,0.321,0.157,0.305,0.639,1158,1.099,0,1
36,female,graduate school,692,642,0.291,0.265,0.367,0.673,502,0.725,2,1
32,female,high school,848,596,0.149,0.433,0.223,0.027,884,1.042,9,0
37,male,graduate school,1609,552,0.214,0.2,0.307,0,1539,0.956,7,0
36,female,university,1798,644,0.24,0.64,0.322,0.243,569,0.316,6,0
32,male,university,1191,563,0.225,0.317,0.056,0.235,983,0.825,10,0
28,female,university,1530,711,0.579,0.1,0.318,0.17,971,0.635,8,0
40,female,university,827,560,0.133,0.148,0.225,0.142,1809,2.187,6,0
23,male,university,824,684,0.312,0.435,0.274,0.302,625,0.758,4,1
36,male,graduate school,742,704,0.201,0.184,0.042,0.226,497,0.67,0,0
50,male,graduate school,206,607,0.188,0.111,0.073,0.135,1318,6.398,3,0
65,male,university,1153,715,0.624,0.273,0.491,0.619,676,0.586,4,1
43,male,university,714,745,0.166,0.534,0.545,0.356,1712,2.398,8,0
48,female,high school,954,738,0.205,0.096,0.219,0.363,1915,2.007,4,1
60,female,university,1791,747,0.161,0.117,0.219,0,1714,0.957,8,0
25,male,university,272,536,0.786,0.452,0.23,0.409,1584,5.824,4,0
40,male,university,209,634,0.139,0.038,0.46,0.297,1883,9.01,8,1
60,male,graduate school,1796,507,0.272,0.278,0.225,0.228,188,0.105,5,0
64,female,university,761,714,0.299,0.384,0.204,0,1398,1.837,9,0
21,male,others,321,577,0.082,0.299,0.462,0.043,558,1.738,0,0
50,male,high school,886,567,0.509,0.211,0.09,0.101,1970,2.223,3,0
41,female,university,712,520,0.495,0.22,0.118,0.072,242,0.34,9,0
40,female,university,1189,688,0.37,0.139,0.141,0.22,1668,1.403,9,0
26,female,high school,640,737,0.308,0.364,0.133,0.04,483,0.755,2,0
42,female,university,1261,701,0.253,0.133,0.433,0.478,1398,1.109,8,1
38,male,graduate school,901,713,0.1,0.136,0.268,0.019,1583,1.757,0,0
28,female,graduate school,790,593,0.47,0.102,0.453,0.135,765,0.968,6,0
59,female,university,1568,721,0.136,0.263,0.296,0.43,397,0.253,10,1
52,male,others,1561,707,0.072,0.225,0.509,0.247,1005,0.644,0,0
53,male,university,1925,574,0.362,0.211,0.323,0.111,200,0.104,5,0
36,male,graduate school,1407,713,0.1,0.153,0.24,0.273,1590,1.13,1,0
32,female,graduate school,266,656,0.577,0.181,0.142,0.119,1416,5.323,6,0
58,male,high school,216,652,0.061,0.589,0.274,0.398,265,1.227,1,0
54,female,high school,1606,685,0.153,0.322,0.202,0.146,1581,0.984,2,0
34,female,university,567,641,0.524,0.129,0.319,0,1410,2.487,9,0
56,female,university,1103,577,0.099,0.092,0.051,0,693,0.628,4,0
53,male,graduate school,1539,565,0.175,0.217,0.311,0.676,962,0.625,4,1
43,female,high school,1720,681,0.377,0.414,0.095,0.643,172,0.1,5,1
65,male,high school,920,704,0.218,0.181,0.208,0.361,719,0.782,6,1
22,male,university,1568,694,0.198,0.277,0.343,0.612,1309,0.835,6,0
61,male,high school,1157,657,0.356,0.4,0.131,0.305,103,0.089,0,0
41,female,university,1776,645,0.142,0.194,0.167,0.266,1445,0.814,5,1
22,female,graduate school,1107,553,0.253,0.313,0.188,0.238,1162,1.05,0,0
47,female,university,1188,599,0.107,0.345,0.22,0.048,898,0.756,5,0
29,male,graduate school,672,520,0.296,0.081,0.309,0.034,1919,2.856,8,0
21,female,university,314,552,0.174,0.103,0.422,0.374,584,1.86,3,0
31,female,university,299,582,0.255,0.249,0.037,0,329,1.1,1,0
23,female,university,637,643,0.48,0.216,0.42,0.268,1346,2.113,3,0
43,female,university,1568,655,0.093,0.617,0.844,0.691,492,0.314,6,0
46,female,university,548,503,0.572,0.082,0.354,0.686,613,1.119,2,1
24,male,graduate school,338,742,0.099,0.128,0.506,0.441,607,1.796,9,0
38,male,university,1027,554,0.057,0.263,0.401,0.064,258,0.251,5,0
26,male,university,523,514,0.404,0.129,0.404,0.339,1191,2.277,9,0
55,male,university,1045,563,0.235,0.253,0.443,0.164,1919,1.836,1,0
42,female,high school,1525,692,0.125,0.152,0.057,0.106,748,0.49,1,0
63,male,high school,493,611,0.473,0.208,0.379,0.563,1664,3.375,0,0
35,female,high school,1752,738,0.106,0.67,0.304,0.132,1092,0.623,9,0
42,male,university,1167,643,0.497,0.156,0.715,0.412,1712,1.467,1,0
57,male,graduate school,1515,617,0.328,0.083,0.466,0,374,0.247,6,0
62,male,university,273,519,0.421,0.608,0.125,0.298,1346,4.93,10,0
32,female,university,1998,563,0.177,0.239,0.235,0.235,402,0.201,4,1
67,female,university,683,532,0.629,0.327,0.149,0.188,1176,1.722,3,0
69,male,graduate school,215,580,0.117,0.077,0.137,0,1207,5.614,6,0
62,female,high school,1749,696,0.387,0.305,0.601,0.285,1866,1.067,8,0
58,male,graduate school,1559,625,0.232,0.584,0.576,0.184,1248,0.801,7,0
38,male,others,992,568,0.244,0.116,0.181,0.704,806,0.812,10,1
65,male,high school,715,685,0.311,0.119,0.105,0.138,1986,2.778,9,0
55,female,university,1124,666,0.376,0.199,0.122,0.436,553,0.492,10,0
50,male,high school,1350,704,0.122,0.53,0.324,0.11,1874,1.388,1,0
44,male,university,1023,735,0.139,0.147,0.066,0,1212,1.185,0,1
62,male,high school,717,663,0.538,0.232,0.243,0.077,722,1.007,8,1
50,female,university,328,593,0.414,0.109,0.283,0.317,77,0.235,2,0
34,male,high school,710,748,0.318,0.12,0.502,0.142,155,0.218,8,0
26,female,university,622,567,0.485,0.297,0.311,0.377,1626,2.614,6,0
23,male,others,584,586,0.255,0.325,0.067,0.207,876,1.5,5,1
36,female,university,431,520,0.255,0.174,0.602,0.428,1320,3.063,2,1
27,male,university,1158,562,0.33,0.303,0.318,0.182,1206,1.041,2,0
34,male,high school,1024,584,0.165,0.178,0.646,0.246,646,0.631,10,0
29,female,high school,1418,633,0.57,0.222,0.316,0.787,1359,0.958,0,0
35,female,university,264,523,0.116,0.155,0.549,0.026,1759,6.663,4,0
41,male,graduate school,1032,610,0.064,0.098,0.344,0.181,1163,1.127,9,1
55,female,university,814,680,0.257,0.292,0.108,0.235,105,0.129,4,0
22,male,others,1500,594,0.468,0.134,0.155,0.155,1844,1.229,9,0
47,male,high school,1893,582,0.066,0.271,0.597,0.008,1186,0.627,0,0
22,male,high school,1447,601,0.105,0.162,0.749,0.156,1542,1.066,6,0
55,female,graduate school,1000,703,0.096,0.102,0.214,0.033,550,0.55,10,0
38,male,university,477,577,0.37,0.422,0.367,0.296,61,0.128,7,0
34,female,university,1917,677,0.606,0.282,0.044,0.11,1208,0.63,1,0
40,male,high school,565,623,0.257,0.331,0.268,0.216,843,1.492,7,0
38,female,graduate school,715,639,0.101,0.219,0.588,0.345,733,1.025,9,0
30,female,high school,1438,683,0.19,0.274,0.146,0,617,0.429,0,0
45,male,university,638,619,0.3,0.575,0.405,0.399,1000,1.567,9,0
22,female,graduate school,627,514,0.111,0.499,0.504,0.354,280,0.447,0,0
45,male,university,928,582,0.232,0.246,0.34,0.233,574,0.619,10,0
53,male,university,595,719,0.191,0.344,0.062,0.414,560,0.941,10,0
56,male,university,1432,667,0.405,0.107,0.139,0.44,1535,1.072,9,1
51,male,graduate school,1724,668,0.591,0.116,0.382,0.459,970,0.563,4,1
34,male,graduate school,1686,696,0.06,0.429,0.23,0.408,1922,1.14,7,0
21,female,high school,785,696,0.245,0.408,0.251,0.398,833,1.061,8,0
66,male,graduate school,1450,505,0.577,0.099,0.263,0.395,269,0.186,6,1
36,female,university,574,714,0.091,0.266,0.25,0,1689,2.943,7,0
66,female,university,1723,566,0.331,0.11,0.273,0.22,131,0.076,4,1
23,male,university,1147,728,0.263,0.314,0.113,0.503,1205,1.051,9,1
55,female,high school,292,660,0.424,0.089,0.441,0.243,89,0.305,5,0
61,male,university,1683,670,0.126,0.308,0.411,0.251,1321,0.785,6,1
26,female,high school,1800,621,0.007,0.009,0.421,0.361,1124,0.624,8,0
45,female,university,520,648,0.079,0.124,0.705,0.291,1026,1.973,2,0
33,female,graduate school,1233,583,0.099,0.316,0.566,0.307,232,0.188,6,0
54,male,graduate school,1113,692,0.376,0.631,0.265,0.423,1234,1.109,0,0
28,female,university,1526,730,0.183,0.412,0.193,0.19,1711,1.121,8,0
41,male,university,1545,610,0.616,0.081,0.608,0.492,344,0.223,5,0
54,female,high school,1679,644,0.542,0.242,0.475,0.322,1225,0.73,2,0
24,female,university,1501,720,0.18,0.156,0.61,0.192,388,0.258,1,0
45,female,university,1821,635,0.225,0.269,0.418,0.428,1392,0.764,4,1
35,female,graduate school,1761,563,0.239,0.259,0.205,0.059,1307,0.742,2,0
24,male,university,1953,625,0.276,0.298,0.283,0.583,1837,0.941,1,1
65,male,university,1616,717,0.556,0.283,0.069,0,365,0.226,1,0
32,female,university,1116,527,0.119,0.115,0.204,0,415,0.372,10,0
52,female,university,294,597,0.591,0.16,0.087,0.202,1713,5.827,1,0
52,male,graduate school,1979,717,0.214,0.244,0.417,0.349,1427,0.721,4,0
48,male,university,1158,640,0.25,0.253,0.159,0,1551,1.339,2,0
33,male,high school,1330,735,0.521,0.203,0.29,0.39,101,0.076,5,0
51,male,university,1613,728,0.185,0.097,0.208,0.164,1634,1.013,9,0
34,female,university,1983,512,0.127,0.16,0.709,0.534,1552,0.783,2,0
40,female,others,1749,665,0.175,0.154,0.316,0.196,1651,0.944,4,0
38,male,university,1896,652,0.851,0.301,0.324,0.46,858,0.453,7,0
49,male,university,270,738,0.058,0.182,0.079,0.189,1728,6.4,7,0
26,male,graduate school,863,689,0.285,0.142,0.485,0.366,553,0.641,3,1
52,male,university,1168,650,0.144,0.435,0.063,0.186,106,0.091,6,0
49,male,graduate school,786,585,0.392,0.225,0.259,0.031,1183,1.505,0,0
63,male,others,1599,520,0.038,0.118,0.264,0.206,866,0.542,1,0
22,female,high school,926,681,0.104,0.18,0.532,0.478,1772,1.914,0,0
43,female,high school,567,562,0.138,0.203,0.254,0,311,0.549,3,0
39,female,high school,250,657,0.432,0.503,0.254,0.184,1554,6.216,5,0
51,male,university,1366,702,0.049,0.379,0.242,0.076,241,0.176,1,0
25,male,university,1642,695,0.328,0.206,0.407,0.455,1992,1.213,1,0
39,male,high school,1771,724,0.461,0.564,0.17,0.449,1499,0.846,6,0
54,female,others,1723,610,0.275,0.391,0.295,0.097,1654,0.96,7,0
30,male,university,1187,575,0.495,0.537,0.282,0.452,1753,1.477,1,1
45,male,others,1390,572,0.501,0.297,0.41,0.278,1872,1.347,7,0
22,female,university,1971,659,0.322,0.266,0.037,0.121,1471,0.746,3,0
31,male,university,459,702,0.26,0.192,0.488,0.165,759,1.654,5,0
51,female,university,1415,728,0.108,0.324,0.25,0.056,146,0.103,1,0
35,female,university,1425,651,0.184,0.355,0.105,0,606,0.425,8,0
29,male,graduate school,1997,506,0.229,0.171,0.11,0.279,1681,0.842,7,0
43,female,university,1408,571,0.502,0.225,0.142,0.737,1085,0.771,9,1
39,male,university,357,724,0.476,0.321,0.327,0.348,1240,3.473,3,0
29,female,university,1981,716,0.467,0.281,0.225,0.4,542,0.274,2,0
55,male,university,1845,628,0.06,0.249,0.145,0.206,1735,0.94,0,0
41,female,others,298,630,0.319,0.272,0.256,0.368,1407,4.721,4,0
29,male,university,440,603,0.13,0.515,0.155,0.065,1364,3.1,10,0
48,female,university,1714,527,0.297,0.047,0.336,0.17,1801,1.051,2,0
66,female,graduate school,401,542,0.112,0.109,0.322,0.098,1172,2.923,3,0
27,female,graduate school,833,596,0.503,0.336,0.28,0.497,1024,1.229,1,1
36,male,high school,1732,545,0.179,0.103,0.186,0.176,1854,1.07,8,0
36,male,university,1852,500,0.133,0.316,0.321,0.447,1241,0.67,3,0
53,female,high school,1319,665,0.026,0.474,0.252,0.306,543,0.412,10,1
24,male,graduate school,945,744,0.275,0.301,0.523,0.6,582,0.616,3,1
24,female,university,689,718,0.442,0.281,0.714,0.64,1003,1.456,9,0
59,male,university,778,601,0.251,0.186,0.147,0.18,1785,2.294,4,0
60,female,university,1441,534,0.212,0.284,0.434,0.005,1727,1.198,7,0
37,male,graduate school,726,701,0.011,0.119,0.103,0.192,1827,2.517,7,1
57,female,graduate school,472,703,0.266,0.488,0.318,0.574,1264,2.678,4,1
59,female,university,1442,701,0.194,0.447,0.428,0.365,285,0.198,3,1
49,female,graduate school,985,553,0.184,0.176,0.106,0.132,284,0.288,6,0
56,female,others,1882,725,0.103,0.098,0.365,0.148,955,0.507,9,0
58,male,university,1555,523,0.472,0.078,0.059,0.171,146,0.094,2,0
59,female,graduate school,652,655,0.051,0.263,0.16,0.149,1657,2.541,0,0
57,male,graduate school,1375,521,0.226,0.225,0.42,0.488,1257,0.914,2,1
55,male,university,546,736,0.356,0.121,0.353,0.198,821,1.504,6,0
27,female,graduate school,1015,515,0.452,0.507,0.181,0.486,616,0.607,5,0
47,male,high school,613,512,0.202,0.128,0.293,0.306,1188,1.938,9,1
48,male,others,1750,599,0.141,0.312,0.285,0.282,1466,0.838,0,0
42,male,university,630,599,0.584,0.285,0.341,0.649,1774,2.816,1,1
34,female,university,578,561,0.529,0.419,0.18,0.122,114,0.197,2,0
27,male,graduate school,1197,670,0.161,0.554,0.148,0.016,110,0.092,9,0
57,male,university,1094,586,0.26,0.45,0.26,0.169,1001,0.915,9,0
42,female,university,627,577,0.389,0.407,0.382,0.294,264,0.421,10,0
25,female,university,1307,659,0.298,0.396,0.298,0.431,1577,1.207,4,1
22,male,university,391,566,0.26,0.489,0.498,0.352,1150,2.941,8,1
47,female,university,240,590,0.169,0.458,0.122,0.139,1550,6.458,7,1
41,male,university,1996,710,0.192,0.315,0.14,0.493,1382,0.692,10,0
58,male,graduate school,1532,713,0.197,0.431,0.354,0.278,93,0.061,0,0
35,male,university,1601,684,0.439,0.387,0.343,0.444,1385,0.865,7,0
41,female,university,335,692,0.467,0.21,0.289,0.286,399,1.191,3,0
30,male,high school,305,696,0.032,0.266,0.187,0.516,72,0.236,4,1
43,female,graduate school,718,676,0.141,0.078,0.1,0.189,710,0.989,4,0
59,female,high school,1013,532,0.184,0.117,0.307,0.334,408,0.403,2,0
25,male,university,1765,614,0.48,0.224,0.249,0.222,1662,0.942,7,0
21,female,graduate school,325,518,0.194,0.323,0.435,0.632,784,2.412,2,1
33,female,university,1580,663,0.187,0.181,0.31,0.357,446,0.282,0,0
41,female,university,599,742,0.248,0.475,0.442,0.208,364,0.608,10,0
46,female,others,278,697,0.314,0.118,0.619,0.383,1839,6.615,4,1
65,female,graduate school,588,623,0.387,0.255,0.157,0.596,1867,3.175,7,1
41,male,university,1802,642,0.324,0.236,0.568,0.668,1954,1.084,5,1
38,female,university,1758,727,0.033,0.074,0.314,0,777,0.442,4,0
57,male,others,1924,619,0.317,0.568,0.116,0.284,138,0.072,0,0
65,male,university,273,596,0.19,0.129,0.118,0.111,736,2.696,2,0
52,male,others,1228,523,0.087,0.181,0.269,0.158,299,0.243,2,0
56,male,others,1686,526,0.498,0.181,0.505,0.159,1717,1.018,8,0
37,male,university,281,676,0.212,0.196,0.332,0.264,1158,4.121,7,0
55,male,high school,1760,574,0.334,0.289,0.276,0.17,1912,1.086,8,0
69,female,others,975,740,0.416,0.669,0.081,0.647,119,0.122,1,1
31,female,university,1190,522,0.263,0.217,0.213,0.165,1399,1.176,8,0
41,female,university,1628,660,0.064,0.27,0.287,0,220,0.135,7,0
46,male,university,1737,540,0.278,0.19,0.337,0.493,472,0.272,2,1
24,female,university,477,737,0.361,0.502,0.44,0.219,976,2.046,7,0
54,female,graduate school,1039,738,0.184,0.233,0.055,0.335,890,0.857,10,0
68,female,university,423,555,0.24,0.156,0.451,0,1075,2.541,4,0
38,male,university,1807,656,0.169,0.248,0.389,0.015,1542,0.853,9,0
60,female,university,1291,658,0.042,0.199,0.336,0,568,0.44,8,0
55,male,graduate school,1543,692,0.458,0.281,0.139,0.312,1586,1.028,1,0
61,female,high school,805,597,0.138,0.465,0.636,0.714,696,0.865,0,1
49,male,high school,218,645,0.248,0.354,0.227,0,1082,4.963,10,0
49,male,graduate school,839,709,0.276,0.157,0.238,0.037,522,0.622,1,0
58,male,university,1566,505,0.099,0.214,0.333,0.457,1633,1.043,1,1
62,female,university,1817,679,0.155,0.029,0.274,0.449,872,0.48,5,1
41,female,others,1989,539,0.252,0.188,0.434,0.341,766,0.385,8,1
62,male,graduate school,1956,692,0.301,0.294,0.149,0.131,1168,0.597,10,0
33,female,university,1566,738,0.166,0.296,0.257,0.327,1389,0.887,8,0
69,male,others,296,541,0.619,0.208,0.432,0.411,171,0.578,10,0
61,male,others,1275,721,0.156,0.689,0.309,0.522,1399,1.097,5,0
37,female,high school,374,695,0.117,0.286,0.323,0.232,1567,4.19,2,0
29,female,high school,1561,531,0.204,0.25,0.243,0.109,1663,1.065,3,0
61,female,graduate school,1917,509,0.215,0.494,0.161,0.073,1515,0.79,4,0
21,male,university,1576,734,0.269,0.325,0.142,0.074,354,0.225,1,0
22,male,university,1614,568,0.441,0.05,0.336,0.313,719,0.445,9,0
68,female,graduate school,1338,508,0.137,0.233,0.634,0.133,1607,1.201,8,0
49,male,high school,547,568,0.144,0.095,0.026,0.273,1317,2.408,0,1
53,female,graduate school,200,688,0.161,0.327,0.255,0.046,309,1.545,0,0
30,male,university,262,638,0.298,0.235,0.125,0.173,1166,4.45,4,0
60,female,others,1983,598,0.609,0.34,0.358,0,1139,0.574,10,0
41,female,graduate school,1966,718,0.326,0.418,0.032,0.253,591,0.301,3,0
48,male,others,425,695,0.12,0.217,0.499,0.365,713,1.678,9,0
31,female,others,622,573,0.262,0.131,0.155,0.327,1409,2.265,5,1
54,female,university,1242,602,0.239,0.213,0.381,0.306,586,0.472,9,1
28,male,graduate school,230,724,0.378,0.073,0.246,0.241,626,2.722,8,0
42,female,university,1044,622,0.184,0.371,0.323,0.29,1021,0.978,0,0
28,male,university,832,601,0.531,0.418,0.417,0.327,1944,2.337,10,0
69,female,university,223,507,0.328,0.259,0.135,0.293,1857,8.327,0,0
35,male,university,1036,676,0.076,0.018,0.524,0.553,1896,1.83,6,1
37,female,others,1182,651,0.248,0.169,0.546,0.499,1228,1.039,2,1
43,female,graduate school,1434,730,0.367,0.362,0.124,0.359,1422,0.992,9,1
44,female,high school,360,660,0.293,0.65,0.375,0.425,1197,3.325,9,0
65,female,graduate school,1478,732,0.277,0.591,0.351,0.413,1448,0.98,9,0
39,male,university,1794,734,0.309,0.23,0.2,0.456,1550,0.864,2,1
25,male,others,313,518,0.108,0.077,0.332,0.35,1141,3.645,8,1
52,male,university,703,501,0.446,0.33,0.189,0.512,1005,1.43,4,1
64,male,graduate school,1895,554,0.265,0.214,0.027,0.518,663,0.35,6,1
21,male,university,1154,638,0.325,0.206,0.088,0.336,428,0.371,5,1
43,male,high school,1443,726,0.16,0.44,0.373,0.668,1515,1.05,0,1
57,male,university,556,516,0.592,0.538,0.297,1.022,1553,2.793,3,1
28,female,university,368,669,0.503,0.186,0.265,0.004,1002,2.723,7,0
33,female,university,1747,560,0.348,0.118,0.393,0.296,993,0.568,6,1
28,female,others,1168,630,0.333,0.103,0.558,0.174,1438,1.231,4,0
43,female,others,441,585,0.198,0.291,0.248,0.234,1437,3.259,4,0
63,male,university,1598,534,0.108,0.209,0.39,0.615,1626,1.018,8,1
21,male,high school,338,712,0.207,0.32,0.132,0.526,1781,5.269,8,1
65,male,university,296,716,0.365,0.248,0.492,0.434,211,0.713,5,0
44,female,university,346,602,0.306,0.392,0.157,0.369,1235,3.569,8,0
55,male,graduate school,1405,565,0.279,0.154,0.47,0.181,947,0.674,6,0
44,female,university,1280,500,0.423,0.196,0.489,0.62,1293,1.01,10,0
37,male,university,1265,634,0.326,0.204,0.286,0.161,544,0.43,5,0
25,male,graduate school,1065,647,0.22,0.537,0.063,0.405,1586,1.489,1,0
40,male,university,1934,670,0.192,0.132,0.636,0.194,1579,0.816,2,0
41,male,high school,742,618,0.293,0.38,0.189,0.158,136,0.183,10,0
60,female,university,891,633,0.293,0.277,0.003,0.401,1815,2.037,8,1
51,female,university,1225,554,0.246,0.359,0.25,0.219,1878,1.533,0,0
66,male,others,1511,599,0.289,0.402,0.393,0.413,900,0.596,6,0
56,female,graduate school,1361,742,0.035,0.311,0.231,0.117,748,0.55,0,0
31,male,university,1840,520,0.442,0.626,0.443,0.57,1036,0.563,9,0
35,male,high school,1735,550,0.368,0.298,0.343,0.345,476,0.274,6,1
39,male,university,1103,673,0.112,0.032,0.713,0.331,1700,1.541,7,0
27,male,university,929,662,0.585,0.351,0.476,0.536,492,0.53,2,1
48,female,graduate school,1445,599,0.058,0.178,0.184,0.429,1917,1.327,1,1
63,male,high school,530,507,0.145,0.196,0.249,0.082,370,0.698,4,0
25,male,university,816,741,0.32,0.289,0.131,0.775,1086,1.331,2,1
25,female,high school,603,567,0.27,0.446,0.229,0.231,416,0.69,9,0
50,male,university,707,606,0.278,0.422,0.186,0.161,1330,1.881,6,0
52,female,university,1350,643,0.358,0.362,0.19,0.268,1246,0.923,9,0
28,male,high school,1488,566,0.335,0.349,0.395,0.479,123,0.083,1,1
30,male,university,1935,698,0.119,0.146,0.211,0,191,0.099,6,1
58,male,university,1987,691,0.105,0.106,0.213,0.363,1991,1.002,1,1
67,male,university,1238,501,0.557,0.069,0.433,0.322,1712,1.383,6,1
52,male,high school,425,500,0.49,0.242,0.206,0,1503,3.536,6,0
68,male,university,1183,685,0.105,0.107,0.108,0.307,150,0.127,3,1
48,female,university,1064,500,0.16,0.358,0.046,0.12,1285,1.208,9,0
37,male,graduate school,1328,601,0.197,0.685,0.472,0.344,1833,1.38,2,0
51,female,others,944,614,0.21,0.132,0.311,0.368,299,0.317,8,0
28,female,graduate school,692,634,0.402,0.168,0.162,0.224,96,0.139,10,1
60,male,university,518,587,0.194,0.128,0.249,0.029,748,1.444,0,0
45,female,university,1442,696,0.318,0.055,0.219,0.086,909,0.63,3,0
29,male,university,1500,712,0.605,0.091,0.204,0.043,1469,0.979,9,0
22,female,university,972,591,0.414,0.182,0.198,0.296,1898,1.953,3,0
35,male,graduate school,1564,517,0.227,0.125,0.145,0.321,1537,0.983,7,0
23,female,university,651,587,0.28,0.439,0.244,0.687,1138,1.748,10,0
69,female,high school,1592,749,0.284,0.166,0.374,0,963,0.605,3,0
56,male,high school,1143,659,0.189,0.746,0.456,0.515,757,0.662,9,0
24,female,graduate school,1047,672,0.367,0.028,0.321,0.161,1655,1.581,4,0
34,male,high school,1216,532,0.245,0.415,0.184,0.372,619,0.509,3,1
61,male,university,1697,701,0.282,0.117,0.307,0.248,740,0.436,0,1
61,male,high school,1413,572,0.286,0.254,0.052,0,879,0.622,7,0
45,male,university,1083,676,0.322,0.432,0.308,0.272,1954,1.804,1,0
30,male,university,618,660,0.487,0.149,0.277,0.364,1181,1.911,9,1
41,female,others,1933,724,0.06,0.26,0.296,0.151,980,0.507,4,1
56,female,high school,1064,698,0.444,0.189,0.189,0,765,0.719,9,0
32,female,university,988,695,0.397,0.183,0.171,0.182,844,0.854,1,0
47,male,university,694,527,0.263,0.075,0.15,0.3,1769,2.549,4,0
60,female,university,1262,586,0.425,0.315,0.149,0.463,1614,1.279,3,1
22,female,university,361,552,0.066,0.306,0.494,0.48,1116,3.091,9,1
33,female,university,320,723,0.426,0.182,0.206,0.252,422,1.319,5,0
52,female,university,598,543,0.093,0.255,0.46,0.155,1090,1.823,2,0
51,female,high school,1485,579,0.149,0.467,0.186,0.344,1067,0.719,5,0
36,male,graduate school,927,737,0.436,0.023,0.303,0.223,89,0.096,1,1
52,male,university,760,682,0.393,0.103,0.19,0,303,0.399,2,0
52,female,graduate school,803,637,0.351,0.044,0.499,0.101,1164,1.45,1,0
54,male,university,1352,513,0.252,0.169,0.188,0.325,746,0.552,4,0
31,male,graduate school,739,602,0.283,0.144,0.238,0.172,951,1.287,4,0
30,female,university,555,535,0.332,0.432,0.209,0.121,405,0.73,10,0
35,female,high school,859,533,0.163,0.419,0.131,0.076,236,0.275,7,0
